columns,expr_1,expr_2,expr_3,expr_4,expr_5,expr_6,expr_7,expr_8,expr_9,expr_10
Att15,0.0011206095329691248,0.0027820988834063,0.0026771860506611656,0.00268243208291585,0.0049491393105124395,0.0020039926136659605,0.003976359342198343,0.003817564795260932,0.003303888691037793,0.004097610072569605
Att16,0.0006370437260923607,0.001449951723926911,0.0014307722766811785,0.00260248194435283,0.0026906069104420715,0.0025758444656203442,0.002716633599876977,0.002703439847860541,0.0009300432950258076,0.000932013451668366
Att17,0.0007561123722537846,0.0029278604749461905,0.002523380853379688,0.003040515739614457,0.003941252281201764,0.00258569278791442,0.003236414545140325,0.0007303498005210723,0.002678097765705841,0.002601880857934013
Att18,0.0016839941992056226,0.0038139548021654587,0.0037798399860542228,0.0020474186339122322,0.004221709757925531,0.0029788278143082674,0.004622658788268367,0.0013504540976250392,0.0022921574399837547,0.004960908148029262
Att19,0.00031827593597454263,0.0008553284617344454,0.0008575228271426119,0.0013667662111894734,-0.000849007894915429,-0.00024760096360766133,0.00036959986367642413,0.000533617946073609,-2.289512041975675e-05,0.0007075570678059288
Att20,0.002389073170628393,0.003227996403442325,0.0008165106844874012,0.003462773415924576,0.0049404552242017395,0.004276861715453093,0.0024265782887563977,-0.0004949876890760951,0.005046973988481996,0.0009721155948982363
Att21,0.0019665445078595268,0.0018791678877576128,0.003108756546487232,0.000873927856819571,0.003220126624239354,0.0021293401478918632,0.003911749416214976,0.0037049518207955506,0.003123261626138099,0.004652894110038515
Att22,-0.00016544110832218892,0.0004907538230062853,0.00025262717737026806,-0.0007376332778726562,-0.0008420263128464567,-0.00017291610583870427,-0.0003509546866195616,0.00017472303995395358,0.00023878869191756592,0.0005249190911673354
Att23,0.00033068763297559417,0.0006098968302435555,0.002263247202087423,0.002849194134873493,0.0037955588605488016,0.0019716124258629037,0.0023694789538940397,0.001998134853354084,0.00231119769328165,0.0011636936044968375
Att24,0.00022543692868385294,0.0012824536477522934,0.0006542988826279308,0.0024286369146204845,0.002949899916619326,0.0017974203522580128,0.0038528775532977117,0.0009729645988493713,0.002144518632396856,0.0018173671440788516
Att25,0.0011241293353389675,0.0011547117171201,0.0007625858255040857,0.001036107706368635,0.003205257172214585,0.00048104324356914685,0.002494423825600004,0.000169077866597521,0.0021839564542631873,0.00321257815492532
Att26,0.0005196330828717945,0.002830664516593995,0.002465929309085755,0.003140961418373988,0.0038455551368633428,0.002461801377829772,0.004170754427802101,0.003416533098634719,0.0026256330887490017,0.0038428560349407694
Att27,0.0006979896571358084,0.0003793400796954265,-0.0006598625848945798,0.00030101857239283654,0.0023257448305881805,-0.0018913574356156152,0.0012331322771490425,0.0009381517891335043,0.0022346996738628385,0.0008375221804177846
Att28,0.00113675029352883,0.0019180655115242336,0.0017022439415895867,0.0017082677167117885,0.0034836841239713505,0.001964149598548989,0.003416627654462101,0.003209192357647466,0.001885133975786552,0.0023606821557388127
Att29,-0.00041540294849088375,0.0012817616453755624,0.0010542252343628594,0.00045727500972487763,-4.932834020303087e-05,1.1299042283719286e-05,0.0012769903572644374,0.0009673675189327596,-0.00012638414558401566,0.0015076167138695174
Att30,-0.0006057964218065202,0.0007428015121028027,0.001749827969910043,0.0014391482434932053,0.0021394795111165416,0.0015652495371354935,0.001710917153811246,0.0009330033325759893,0.001620931442641052,0.0002887835933919623
Att31,0.0007135275744443526,0.0014459816727004247,0.0021253407355305183,0.004268515878071069,0.0032643480709016377,0.0013602392293154918,0.001757296900786132,0.0016362560799751912,-0.0002682890237645249,0.003444841638755478
Att32,0.0006385795392991598,0.0016954758552959438,0.0005442378784997958,0.0017376149521269172,0.00083496809692978,0.002777328132588205,0.0012391709573025926,-0.0009267089760654694,0.0024179246718328213,0.00038621251496988096
Att33,0.001611845273973617,0.0011417081820523256,0.0010547496588461274,0.00013152127455760232,0.00028108001369551804,0.0012521190232867613,0.0013253904563439078,0.0015845767379159606,0.0008572671049948299,0.0014974246251148807
Att34,0.002059610910701286,0.0031169313336882184,0.002004666618939532,0.001155675939801707,-0.00016952925682892813,0.0020698911649161037,0.002054190880900929,0.002198267868857437,0.0025950553673072933,0.002593670269763007
Att35,0.000757952235225442,0.0013274956522815722,0.0012478775543089276,0.0014302544320614885,0.0018251437313839645,0.001816301716324528,0.0021269592977559908,0.0003155898569337685,0.002111400847484975,0.0009760902162876012
Att36,0.0016046681622585474,0.0019830530067174988,0.002581477038828709,0.002564969102443576,0.0013283251891956756,0.003074916823292916,0.001866648444519402,0.0015986840275282615,0.0020113212173107197,0.001480433960217732
Att37,0.004331190201569162,0.0027912644191889504,0.0039270742566956994,0.0010369363860367902,0.0013621117988690484,0.0029752062960060315,0.0030882665164165693,0.002808476298717181,0.002708915489625825,0.004666543210400754
Att38,-0.00020359046999327132,0.00022966130760642846,0.000643012382765046,0.00014042149409969795,0.0007466601402889723,0.00036156916936657546,-0.0004149719546035621,-4.0328652227611374e-05,-6.0760495669388205e-05,0.0005573297068315233
Att39,0.0015026317046501626,0.00171542368364838,0.0011427112844510329,0.0017742175518025715,0.0038106301916270096,0.00019170921835550631,0.0025866843330533164,0.002490251672746353,0.0023647612493411453,0.0019178500451675245
Att40,0.0013732840068708448,0.001925182149331261,0.0011651993918641928,0.0026167646885169545,0.0016282570336545908,0.001888836600776038,0.0015754459045850375,0.0005832389138698187,0.0015118841783430773,0.0027814628724396337
Att41,0.0021810400009575994,0.0037078706023339096,0.0029829759133174296,0.004283044000339201,0.0023668832459795013,0.003269695235895891,0.003055945041812304,0.003121698143940272,0.002073284664650534,0.003012854302054211
Att42,-0.0008558870065044295,0.002664493533937341,0.001151468457679562,0.0020421661151088137,0.0021405675674092627,0.0009577823599973948,0.0024286357966302827,0.0013883810489198716,0.0014643982646162727,0.00199679841040659
Att43,0.0012932188355504572,0.0020342214061682207,0.0011420060041028072,0.0035676247448501617,0.00230153253461262,0.0009391937065473408,0.002278910211868428,0.002788694608207744,0.0020258022098438035,0.0022112108373961497
Att44,0.000300293789220923,0.0024243519423677177,0.002946759335467019,0.003095174526597793,0.0024039369508194863,0.0014382040663791485,0.0029728997903859643,-0.00030905930276838803,0.0007454909297002286,0.0023679808291589134
Att45,-0.00043031887178813534,0.00017719535242703002,0.0009465599844012524,0.0015459919656737116,0.0007388892176624293,0.0011665639183337365,0.002317037952749144,0.0013115883930203615,0.00016053557893464302,0.0009600639216854023
Att46,0.0006843501249380429,0.0014500267425643096,0.0012971191614382055,0.0013355099699721802,0.0017962753829420845,0.00032444045662698986,0.001815754414055661,0.001032300922271377,0.0006830998928205834,0.0018873778679966942
Att47,0.0005019504381696404,0.001761688842234091,0.000575365708858842,-0.00032764004832914746,0.0012681940254618458,0.0017523460510731855,-0.0004509724535393285,-0.0006474336770015665,0.0011891633905227311,-0.0003520458953855655
Att48,0.001409995050244156,0.001362404444630727,0.0015868781730261016,0.0013005474845876692,0.002693715907577593,0.0017933382885573848,0.003234069526241396,0.00211052043737044,0.003103788418229491,0.003571172857809076
Att49,0.0013686239382367446,0.001553911923670705,0.0016424082739764966,-0.0006971387851892109,0.003752297631059064,-2.8567952150814977e-06,0.0013622978379678984,0.0008528668578121482,0.0013605241713419804,0.0027392352508745317
Att50,0.0001668827883420086,0.0009994450884269843,0.00022988676944594083,0.001226556829376666,0.0007015602162441133,0.0007402011498805487,0.0007393646077798287,-3.670763679401982e-05,0.0015182340957421592,0.0021423892693153536
Att51,-0.0006364103747813855,0.002480882765082145,0.001582468618889259,0.0004131425700123128,0.00046634827849345215,0.002169188308628239,0.0012715406600937395,0.0010483379030276831,0.0003794448251669892,0.0014353811579861553
Att52,0.002140490810995059,0.002105313129997064,0.002632060353703005,0.0033019917721966536,0.003877650028147901,0.002598937772188614,0.006118731896750586,0.0017630034679857489,0.003575844392929889,0.0032677220284129975
Att53,0.0014464462366783947,0.0018594172417916368,0.0008968858382912633,0.0012754437332770149,0.002266992541996451,0.003374683439556857,0.00173663684946565,3.333741942703631e-05,0.0024846310038546845,0.001481160066545316
Att54,0.0014556370894777974,0.002539818767743712,0.002530243006339456,0.0023758111933077078,0.0030981199350209434,0.003204158249484875,0.001180357651631838,0.0019615216012089545,0.0036414090636152476,0.003178161217484617
Att55,0.0013152913980810942,0.0006292852467573508,0.0003965874910345674,0.0008244751200737713,0.0005340607773394854,0.00039445264641601365,0.0020796895649678533,0.0010447661246744868,0.0010406344334879082,0.0013590250656522701
Att56,0.0029085616956670995,0.002927471585144941,0.0023659706864698486,0.0025360701318005987,0.003119469850229009,0.002469662888202757,0.0023385342404070053,0.0008565226104579143,0.0014621178920583467,0.0009545233664325655
Att57,0.0002793360809708263,0.0009991828054436672,0.0019278860768998016,-0.0005845656000179725,0.0013108936424413608,0.0017684691323782442,0.0006857251364675585,0.00036929783427562014,-0.00016578222597212142,0.0002302541365372196
Att58,0.0050001328310444616,0.004553546954732432,0.002695529571661845,0.004670216241299813,0.0029905217450825424,0.004445652634648295,0.0036952358232486726,0.0023993720888205645,0.0029837228185816004,0.002755379225395049
Att59,0.0018558708196357368,0.0016817032857861338,0.0016685114882883847,0.001536085686225198,0.0013101607518923506,0.0013119666331132336,0.0018126277596099848,0.0015897432067394895,0.0018360581538982034,0.0019898616811765244
Att60,-0.0001360085139301007,-5.25807340744745e-05,0.00025961258295901813,-4.5935188800046614e-05,0.0006310954204899247,-0.0003356482635565719,0.000905902901514516,0.0009813386252363982,-0.0007432489376140278,-0.0013514416887404396
Att61,-0.00039983566472663097,0.0018460034753253454,0.0013409519611056627,-9.996731513263982e-05,0.0007590670162690142,0.0016820598609681892,0.0016240846586850475,0.0018760140518978515,0.0011108781514205367,0.0014919782833520518
Att62,0.0014823824640923414,0.002422319711466829,0.0018211281197632945,0.0010669462512454746,0.002437963249752191,0.0016399258147304257,0.001783064961735832,-0.0001414254135418167,0.0006233123758253987,0.0018299689730704855
Att63,5.981914436042141e-06,-0.0003058674082610205,-0.0003698443984072169,0.002519582756351697,0.002521278039132769,-0.00035388619357516233,0.002661521060060856,0.002259942259481601,0.0026857646622057644,0.002360319809344803
Att64,-0.0011047652606318641,0.0013233552211972394,0.002038208058766529,0.00026951911074872184,0.0010108255713171359,0.000984629744451879,0.0015004367804041135,0.00029530124089027803,0.0015412512273963394,0.0022784931112903475
Att65,0.0014298340576439847,0.0028959862534911987,0.002677377827597666,0.0022333031800421963,0.002152213414938475,0.0008520545347030124,0.002965817906393681,0.002336785365978629,0.0004853101160037255,0.0035021644012849843
Att66,0.003818674335847087,0.002756594790531423,0.0017857208720069712,0.007958748770468664,0.002538378114733444,0.003025432229700058,0.0010343124474686619,0.0020048126744131338,0.0008713518650267198,0.002569009200632934
Att67,-0.0006154057057632076,0.0014585044543132498,0.0006381229687659031,0.0007886410557697819,0.002493150038925291,-0.0012128073797451813,0.0012518245398162305,0.0009611349407771316,0.0009905945881028566,-7.606499223966974e-05
Att68,0.002432510627388437,0.0024606964297359444,0.002687304205563585,0.0023175631889470905,0.0017443070596963384,0.003709450977867201,0.0026720551343550765,0.001846593673149621,0.002719888664473204,0.0039167507565332155
Att69,0.0022706618635867553,0.004061835180698475,0.002493170010238406,0.002605546739991464,0.0060632312067277795,0.0033118465491809605,0.002315148666533141,0.0016162651455886455,0.0024717167437203987,0.002844517079162448
Att70,0.003151667769019888,0.0017568185298271364,0.0008482888675717013,-0.0007899035487978491,0.002422951944534326,0.003830505294865244,0.0026455675417599183,0.0021591163574643238,0.002274722953756077,0.004325113212349369
Att71,-0.0015508635576302224,0.0008817303538615846,0.0003249775946872608,0.0008206143635728815,0.000902552865475958,0.0005066256891963966,0.0016655736678036035,0.00016038906878313458,0.001047506527610471,0.001830356925986408
Att72,0.00032915077126979104,0.002252905889918067,0.0008612583498935313,0.0005922233340616394,0.0014284551134739205,0.0011108640900169848,0.0013672384003832981,0.000737081167160924,4.426758034140748e-05,0.003012555276696553
Att73,0.0007441577468676681,0.0015191967943961526,0.0022849704057889197,0.001008142935247097,0.002604658650515693,0.0029215964369920704,0.001462135924474423,0.0012062689103725936,0.0012116703289262536,0.0006453309390403614
Att74,-0.0002909896979636457,0.001421844838413998,-0.00014522771909534154,0.0009120062511662225,0.002658938527659077,0.0006927378912184902,0.002209251917529757,0.002271814460000685,0.0011771957064882909,0.004390271536677279
Att75,0.00030049116656240987,0.0024239138524491197,0.0005193134318398118,0.00235676830584772,0.002977131803585852,0.001854961318729406,0.002954834134880559,0.002124475478224511,0.00233912437409995,0.0027548265127510527
Att76,0.0023576277518877788,0.0016052636948229676,0.003096317909888332,0.004394042944002123,0.001871149950356745,0.0021042534269646775,0.003764967425076682,0.003406415169574773,0.0033173906506074077,0.003155823694711538
Att77,0.0008577009690982236,0.001397133280829824,0.001531043674283775,0.0033190024472475642,0.002188758377714517,0.003319281447347832,0.0008492782396188332,0.002305668317329537,0.0016789934611312314,0.000864217988048753
Att78,0.0012265983061593546,0.002701229737002582,0.002341040679420423,0.0045245657832253825,0.005491812415099528,0.006714168316752782,0.003646470529878139,0.003173750571231444,0.0053856902837893725,0.004418114316840299
Att79,0.002343635830308436,0.0023840701515408878,7.531816887301667e-05,0.0017224725565939654,0.002210223615443559,0.0014500797587526544,0.0026702274033038372,0.0010602668294326227,0.001759135539911874,0.0028136066451765287
Att80,0.00022613978075920253,0.0030989389350167765,0.0029678073546927273,0.001969116778745128,0.0036119895850663898,0.002576312442023116,0.002556072643083564,0.0029615309091279136,0.002211149679248247,0.0019767088344172052
Att81,0.00032242100776273065,0.003780340518742387,0.002521311079141116,0.0030879813992622765,0.005027010549141186,0.004975015155901564,0.0041806968943099284,0.005152450043596418,0.0037782772936795603,0.005437338025405843
Att82,0.002751402836388845,0.0022537643800420275,0.002127442096860135,0.0027114725547682642,0.003010993019599877,0.0025368211027088435,0.0026857777566904554,0.001521089542389296,0.002797749233206916,0.003702242352407192
Att83,0.004027228494434046,0.004309008654783222,-0.00031349114573274065,0.004100580889872006,0.0034113276226573844,0.0017826369515837278,0.004504280840275866,0.0030238316485822515,0.0022038833135546603,0.0038041426706266895
Att84,0.0007954551567081683,0.001878679563948498,0.002392837425747164,0.001438525730289898,0.0018859932607455106,0.0006556823213571892,0.00043495278085457583,0.003185125188685331,0.001279833634428886,0.0016886750741908125
Att85,0.0001406106061132194,0.0006123740357803513,-0.0001762452085857118,0.0013802777708628532,0.0011172110016441912,0.0004075683554760941,0.0006935754158822999,0.0006443287557715405,0.0006844998660035455,0.0018632598922278824
Att86,0.0010896529465236387,0.001200674568340066,0.0005634750224926828,0.0007373451606211086,0.0018859985402115247,0.0021145903957055807,0.002136451034478938,0.0015901080844405286,0.001325093582942926,0.0022933900002359477
Att87,-0.001331207714133468,0.003039745328786641,0.0004568241386786452,-0.00011425365564330383,0.004637160461704711,0.00328777167038571,0.0034321835526500808,-0.0004700256090399257,0.002259176644537801,0.004812262411398675
Att88,0.007334962262198224,0.006373487508718194,0.0035256786911823366,0.0019823221844503555,0.0036920470762960094,0.002484710820979984,0.0062409109942461,0.0038790168502881523,0.004357154296899875,0.00459234453957079
Att89,0.0008021648188041683,0.002656240589380798,0.0003646622849614219,0.003279771900894959,0.005839851572389528,0.003323346245233102,0.0017493909960697893,0.002904439750132543,0.002680992775346991,0.0026155495128311057
Att90,-0.0008146879943879519,0.0008247566027339107,0.0005658675244878638,0.002120860110766964,0.0037518715695477657,0.001512707981085572,0.001191525415586281,0.0015966090958799426,-6.792264329072283e-05,0.0030219834047547846
Att91,0.0022342028232700106,0.002320210207299032,0.0010732720929887737,0.0026346505051485372,0.002630950219869925,0.00028123056203032207,0.002351460880180874,0.0022095708092790627,0.0018086793232210247,0.0041328214683293415
Att92,0.0012907627312178668,9.611430069423678e-05,0.0008512517377252071,-0.0006118246888568201,-0.0003779135605398687,-0.0006897477073939723,0.0009415418778162546,-0.0017307661902375149,0.0013124752240660253,0.0023540068068272513
Att93,0.0002142498835194762,0.0020022776099645613,0.00034592795883773945,-0.0006915837654230898,0.0005848068054148799,-0.0003621167328782504,0.0021473500094293407,0.0015293676843276868,-0.001510266882354169,-0.00015695386050563912
Att94,0.002851361374203078,0.004293528402782164,0.002749662403035352,0.003236677123832193,0.0046311773833287535,0.0013745459486715669,0.003906389906633887,0.003120135031475416,0.002494730786978686,0.0036031936579238315
Att95,0.0020269055127325165,0.0011053326996378033,0.0014352828767320144,0.0015182526057005614,0.0002591505493058984,0.00022231079588930762,-0.0013596258786578177,0.0007677653348160437,0.00043948360864045586,0.0002675262867672907
Att96,0.005563953965057389,0.004313246280786229,0.003820865089841147,0.004390305925459925,0.004390678033831645,0.003169678528227952,0.004166877460227426,0.0020558897136026136,0.0012930226585583942,0.004578200089221955
Att97,0.0016423936041898776,0.0016716445070568866,0.0022280067652639163,0.0008398444705182308,0.0005433842490125981,0.0011463311069617036,0.0005493547855397868,0.0012809775886780165,-0.001212780495402243,-0.0009634145531398883
Att98,0.0017797284066023414,0.002540689873259305,0.003248676820035925,0.0020265065505587487,0.002829408964956142,0.0024412075665043963,0.002916041479629913,0.0017594580183952927,0.002295853101940677,0.002243443161962146
Att99,0.002491832169032444,0.0005689686738915359,0.0035515062445578803,-0.000729564123617097,0.004411827013168829,0.0020465019758764587,0.004242461241279115,0.0007216041626327702,0.0020751307203908994,0.0025353863051878873
Att100,0.00016236691240362552,0.0009541010999868963,0.0015387054474877726,0.001220260569227123,0.0016188977374342107,0.0014523886500834842,0.0007472360282098918,0.0006385323740779957,0.001528682872201367,0.0019907470059711617
Att101,0.0014641453700637776,0.00044504806808636134,0.0023303086613750625,0.003507168294024968,0.0022426943201809693,0.0005794694346670888,0.0022519910608977604,0.0005151913120881882,0.0017167617199085456,0.0023725492340342736
Att102,0.001000726857757926,0.003410486972328291,0.004310494930930236,0.003101440966656037,0.004984189289393186,0.002832355260118147,0.0031209065344403844,0.0015284627195222642,0.0023082129514663523,0.001512095728409949
Att103,0.0059686540120744355,0.006170101771958732,0.002959862177326895,0.005408100367358098,0.008276122909708609,0.006786917866535104,0.00642958710721401,0.004117137981115994,0.005494621934508097,0.005348697832274317
